"","dd_KSCOAR_dam.df","dd_KSCOAR_dam.logLik","dd_KSCOAR_dam.AICc","dd_KSCOAR_dam.delta","dd_KSCOAR_dam.weight"
"49",19,592.089521776283,-1142.69280502046,4.60126551460144,0.00624486173017147
"50",17,589.735942379232,-1142.69006657665,4.6040039584118,0.00623631697986031
"51",19,592.080507526949,-1142.67477652179,4.6192940132687,0.0061888219472364
"52",17,589.708460405983,-1142.63510263015,4.65896790490865,0.00606726427416429
"53",20,593.152820342241,-1142.43467294255,4.85939759251005,0.00548870839872074
"54",19,591.923745035034,-1142.36125153796,4.93281899710041,0.00529086771223937
"55",19,591.902602763593,-1142.31896699508,4.97510353998223,0.00518018095861494
"56",19,591.887240956246,-1142.28824338038,5.00582715467613,0.00510121212168582
"57",19,591.774397018093,-1142.06255550408,5.23151503098097,0.00455686207070043
"58",19,591.717379368327,-1141.94852020454,5.34555033051311,0.004304308916189
"59",19,591.71525324211,-1141.94426795211,5.3498025829465,0.00429516713389276
"60",19,591.704181514606,-1141.9221244971,5.37194603795456,0.00424787450247171
"61",19,591.679274091954,-1141.8723096518,5.4217608832605,0.00414337767247073
"62",19,591.656002009573,-1141.82576548704,5.46830504802165,0.00404806599812564
"63",17,589.252514408872,-1141.72321063593,5.5708598991323,0.00384572372487971
"64",19,591.590848508476,-1141.69545848484,5.5986120502148,0.00379272870374734
"65",17,589.210758006892,-1141.63969783197,5.65437270309167,0.00368844665309323
"66",20,592.732543343968,-1141.594118946,5.6999515890559,0.00360533958710462
"67",19,591.53894470719,-1141.59165088227,5.70241965278706,0.00360089322720706
"68",20,592.720354533718,-1141.5697413255,5.72432920955771,0.00356166151958485
"69",18,590.338678855357,-1141.55407003948,5.74000049557685,0.00353386266457948
"70",18,590.338218805518,-1141.5531499398,5.74092059525356,0.00353223728553823
"71",20,592.710655816453,-1141.55034389097,5.74372664408679,0.00352728494532084
"72",19,591.502636004297,-1141.51903347648,5.77503705857384,0.00347249456489792
"73",17,589.145834050628,-1141.50984991944,5.78422061561969,0.0034565861907508
"74",19,591.479172483694,-1141.47210643528,5.82196409977996,0.00339196605279045
"75",19,591.451722037978,-1141.41720554385,5.87686499121196,0.00330012142794321
"76",20,592.634500054358,-1141.39803236678,5.89603816827776,0.00326863568327928
"77",17,589.076292933073,-1141.37076768433,5.92330285072899,0.00322437887365877
"78",17,589.072175176135,-1141.36253217045,5.93153836460579,0.00321112896385577
"79",17,589.069831027113,-1141.35784387241,5.93622666264991,0.00320361041477805
"80",20,592.598776488942,-1141.32658523595,5.96748529910792,0.00315392941948351
"81",20,592.595523042361,-1141.32007834279,5.97399219227077,0.00314368495254501
"82",18,590.200180500714,-1141.2770733302,6.01699720486181,0.00307680941952867
"83",17,589.025156678687,-1141.26849517556,6.02557535950177,0.00306364100638791
"84",17,589.018964398736,-1141.25611061565,6.03795991940274,0.00304472869919052
"85",19,591.358380978242,-1141.23052342437,6.06354711068388,0.00300602378679801
"86",17,589.00383410951,-1141.2258500372,6.06822049785546,0.00299900783055898
"87",17,589.000538141421,-1141.21925810102,6.07481243403322,0.00298913946828839
"88",19,591.342368875088,-1141.19849921807,6.09557131699239,0.00295827432865677
"89",19,591.34100146056,-1141.19576438901,6.09830614604834,0.00295423190582576
"90",19,591.335868998718,-1141.18549946533,6.10857106973162,0.00293910826724581
"91",17,588.977041467976,-1141.17226475413,6.12180578092375,0.00291972335188295
"92",17,588.97401648543,-1141.16621478904,6.1278557460148,0.00291090458473878
"93",18,590.142436276667,-1141.1615848821,6.13248565295703,0.00290417376983379
"94",18,590.130494087183,-1141.13770050313,6.15637003192455,0.00286969784512699
"95",18,590.127009084002,-1141.13073049677,6.16334003828547,0.00285971434537829
"96",18,590.125497376724,-1141.12770708222,6.16636345284178,0.00285539456033684
"97",17,588.951536999269,-1141.12125581672,6.17281471833712,0.0028461989449477
"98",19,591.30073709373,-1141.11523565535,6.17883487970744,0.00283764453766445
"99",19,591.29432801304,-1141.10241749397,6.19165304108651,0.00281951600053737
"100",18,590.106440806729,-1141.08959394222,6.20447659283309,0.00280149572857897
"101",17,588.920767348221,-1141.05971651462,6.23435402043401,0.00275995603300319
"102",19,591.2647197565,-1141.04320098089,6.25086955416782,0.00273725880271608
"103",18,590.079596229868,-1141.0359047885,6.2581657465546,0.00272729121171752
"104",20,592.441141810954,-1141.01131587997,6.28275465508409,0.00269396593247777
"105",19,591.209307139984,-1140.93237574786,6.36169478719967,0.00258970602691547
"106",17,588.848508242096,-1140.91519830237,6.37887223268285,0.00256755900333219
"107",20,592.367925238175,-1140.86488273442,6.42918780064247,0.00250377065959997
"108",20,592.355091139818,-1140.8392145377,6.45485599735639,0.00247184234451188
"109",20,592.331491447185,-1140.79201515243,6.50205538262253,0.00241419058259045
"110",20,592.32238702889,-1140.77380631584,6.52026421921255,0.00239231053537078
"111",20,592.286964605177,-1140.70296146842,6.59110906663886,0.0023090524057882
"112",20,592.252211834842,-1140.63345592775,6.6606146073093,0.00223018480914279
"113",20,592.247462400576,-1140.62395705922,6.67011347584003,0.0022196178064978
"114",19,591.054950860462,-1140.62366318881,6.67040734624379,0.00221929169046685
"115",18,589.832060989414,-1140.5408343076,6.75323622746237,0.00212925817841734
"116",18,589.823180240917,-1140.5230728106,6.77099772445581,0.0021104324888853
"117",19,591.004193672367,-1140.52214881262,6.7719217224344,0.00210945769640237
"118",18,589.813704997007,-1140.50412232278,6.78994821227548,0.00209053006536001
"119",19,590.991302052534,-1140.49636557296,6.7977049620988,0.00208243790835517
"120",19,590.990967427018,-1140.49569632193,6.79837421313232,0.00208174118807066
"121",18,589.798744755686,-1140.47420184014,6.81986869491834,0.0020594880083793
"122",18,589.771593803838,-1140.41989993644,6.87417059861514,0.00200432322560801
"123",18,589.736966141521,-1140.35064461181,6.9434259232487,0.00193610611365303
"124",20,592.093621313953,-1140.31627488597,6.97779564908615,0.00190311864983185
"125",21,593.246885544574,-1140.21599331137,7.07807722368761,0.00181004760837977
"126",21,593.226417713227,-1140.17505764868,7.11901288638069,0.00177337642917682
"127",20,591.97325041824,-1140.07553309455,7.21853744051236,0.0016872888997446
