"","site1","site2","long1","long2","lat1","lat2","fprop","wprop","gprop","dprop","cprop","riverdist","perennial","intermit","dams"
"1","SRC","VDRW",-103.7785998,-102.657473,38.950186,38.111934,0.000124440019910403,0.249352911896466,0.688576406172225,0.0103409656545545,0.0516052762568442,271320.865043724,218432.683709059,126737.413558082,0
"2","SRC","WHC",-103.7785998,-102.1396272,38.950186,38.124478,0.00116844742548339,0.302122304987248,0.630849259047041,0.00823530733537812,0.0576246812048491,298976.283717786,253611.945929001,126737.413558082,0
"3","SRC","WMVD",-103.7785998,-102.6095075,38.950186,38.12664256,0.000125648661213515,0.236407956073228,0.69849347255205,0.00804151431766495,0.0569314083958435,270722.52031799,217655.613822498,126737.413558082,0
"4","SRC","USBC",-103.7785998,-102.3164975,38.950186,38.10148836,0.000126744318685915,0.241891532212069,0.702467711884815,0.00716105400575419,0.0483529575786765,267627.232344545,214078.595361313,126737.413558082,0
"5","SRC","RC2",-103.7785998,-103.4850677,38.950186,38.849166,0,0.123534156480735,0.856114661537507,0.00949308183905193,0.0108581001427065,56078.7780694942,55530.8412209545,16257.5076259617,0
"6","SRC","UTFC2",-103.7785998,-104.7215483,38.950186,38.679607,0.000130891480055411,0.61258303428266,0.339167093881914,0.0180357551893018,0.0300832251660686,581229.492328121,607671.637393467,128569.11019998,0
"7","SRC","JCC",-103.7785998,-104.6887155,38.950186,38.68448,9.81712870801132e-05,0.612250685835519,0.339749008742699,0.0178180886050406,0.0300840455296614,580750.39713205,605017.683892296,131446.118344204,0
"8","SRC","BSC",-103.7785998,-104.2020784,38.950186,39.101569,6.83041446955001e-05,0.249412584355619,0.711455971148329,0.00860632223163302,0.0304568181197235,482846.795310827,359481.141663887,256436.531033703,0
"9","SRC","UTFC",-103.7785998,-104.596428,38.950186,38.439703,8.80359186548112e-05,0.598133638524518,0.354056988584676,0.0159873228277137,0.0317340141444376,540662.344444392,558369.648703721,126737.413558082,0
"10","SRC","BFC",-103.7785998,-102.3112995,38.950186,38.148682,0.000220315540813454,0.244868483861887,0.688889976866868,0.00779672219434279,0.0582245015360889,277950.591949137,227159.606171392,126737.413558082,0
"11","SRC","RSHC",-103.7785998,-103.346613,38.950186,38.793115,0,0.127168262653899,0.852913816689467,0.00700410396716826,0.0129138166894665,62165.8559835897,56001.7112975376,23643.0467377872,0
"12","VDRW","WHC",-102.657473,-102.1396272,38.111934,38.124478,0.00404928060653054,0.812009993969157,0.0532437322305505,0.0258464719565779,0.104850521237184,69605.0884389569,87265.1862845247,0,0
"13","VDRW","WMVD",-102.657473,-102.6095075,38.111934,38.12664256,0,0.52911877394636,0.114176245210728,0.1,0.256704980842912,8340.21983339865,10608.0746378405,0,0
"14","VDRW","USBC",-102.657473,-102.3164975,38.111934,38.10148836,0,0.842667480543263,0.0389134747443919,0.0329620021364261,0.0854570425759194,38256.0370657151,47731.835716837,0,0
"15","VDRW","RC2",-102.657473,-103.4850677,38.111934,38.849166,0.000146492243235721,0.270981351537436,0.657354643071649,0.0106646353075605,0.0608528778401184,229106.368576476,165402.787677925,125542.220816295,0
"16","VDRW","UTFC2",-102.657473,-104.7215483,38.111934,38.679607,0.000135706254119654,0.895515877631732,0.0664475979993021,0.0241750998410298,0.0137257182738164,309908.627284398,389239.752229219,1831.69664189754,0
"17","VDRW","JCC",-102.657473,-104.6887155,38.111934,38.68448,7.75501895132756e-05,0.89493888075689,0.0674686648765498,0.0237885206331973,0.0137263835438498,309429.532088327,386585.798728048,4708.70478612186,0
"18","VDRW","BSC",-102.657473,-104.2020784,38.111934,39.101569,0,0.401982696109108,0.566836526904471,0.0130226182316655,0.0181581587547556,327670.542367801,269236.342205376,146560.579627815,0
"19","VDRW","UTFC",-102.657473,-104.596428,38.111934,38.439703,5.54379040037254e-05,0.908915523721879,0.0553492033573195,0.0211883669102239,0.0144914681065738,269341.479400668,339937.763539474,0,0
"20","VDRW","BFC",-102.657473,-102.3112995,38.111934,38.148682,0.000502891626854413,0.752137289414131,0.0860573296454614,0.031682172491828,0.129620316821725,48579.3966703075,60812.8465269159,0,0
"21","VDRW","RSHC",-102.657473,-103.346613,38.111934,38.793115,0.000160947659821026,0.285231442734823,0.640346359363935,0.0113146204854181,0.0629466297560033,209155.009060134,162434.731975997,103094.366820295,0
"22","WHC","WMVD",-102.1396272,-102.6095075,38.124478,38.12664256,0.00418876164163807,0.785481930395259,0.0665300120315494,0.0182255692705316,0.125573726661022,69006.7437132235,86488.1163979635,0,0
"23","WHC","USBC",-102.1396272,-102.3164975,38.124478,38.10148836,0.0085222121486854,0.752493200362647,0.0685403445149592,0.0152311876699909,0.155213055303717,33772.0960159729,42609.329934243,0,0
"24","WHC","RC2",-102.1396272,-103.4850677,38.124478,38.849166,0.00135222987907944,0.32961903523599,0.594057989858276,0.00819139253673124,0.0667793524899233,256761.787250539,200582.049897867,125542.220816295,0
"25","WHC","UTFC2",-102.1396272,-104.7215483,38.124478,38.679607,0.000855703102716065,0.880534339048585,0.0641064241118119,0.0243716920736539,0.0301318416632333,379513.715723355,476504.139968933,1831.69664189754,0
"26","WHC","JCC",-102.1396272,-104.6887155,38.124478,38.68448,0.000808196058855689,0.880062120167661,0.0649409303762866,0.0240557179871164,0.0301330354100803,379034.620527284,473850.186467762,4708.70478612186,0
"27","WHC","BSC",-102.1396272,-104.2020784,38.124478,39.101569,0.000859876690023601,0.432874732431987,0.529464498069851,0.0110960683510492,0.0257048244570885,355325.961041864,304415.604425318,146560.579627815,0
"28","WHC","UTFC",-102.1396272,-104.596428,38.124478,38.439703,0.000874257102235096,0.889490369925556,0.054998719522426,0.0220153833926474,0.0326212700571358,338946.567839625,427202.151279188,0,0
"29","WHC","BFC",-102.1396272,-102.3112995,38.124478,38.148682,0.00887265135699374,0.610299234516353,0.133785664578984,0.0186151704940849,0.228427279053584,36720.6466418955,46706.8746742745,0,0
"30","WHC","RSHC",-102.1396272,-103.346613,38.124478,38.793115,0.00146936238149734,0.347207505050933,0.573644725130335,0.00854773308467201,0.0691306743525622,236810.427734197,197613.994195938,103094.366820295,0
"31","WMVD","USBC",-102.6095075,-102.3164975,38.12664256,38.10148836,0,0.796318819427552,0.0621908700235142,0.0195410686775318,0.121949241871402,37657.6923399816,46954.7658302758,0,0
"32","WMVD","RC2",-102.6095075,-103.4850677,38.12664256,38.849166,0.000148170099273967,0.255963846495777,0.668691658023411,0.007956734331012,0.067239591050526,228508.023850743,164625.717791364,125542.220816295,0
"33","WMVD","UTFC2",-102.6095075,-104.7215483,38.12664256,38.679607,0.000132565714718582,0.886911976365427,0.0677316112415726,0.0259165972274828,0.0193072494507992,318248.847117796,399847.028322248,1831.69664189754,0
"34","WMVD","JCC",-102.6095075,-104.6887155,38.12664256,38.68448,7.57554236148594e-05,0.886347925721807,0.0687291080745812,0.0255390471861595,0.0193081635938373,317769.751921725,397193.074821077,4708.70478612186,0
"35","WMVD","BSC",-102.6095075,-104.2020784,38.12664256,39.101569,0,0.392850707721876,0.5737952711766,0.0112114356643777,0.0221425854371459,327072.197642067,268459.272318815,146560.579627815,0
"36","WMVD","UTFC",-102.6095075,-104.596428,38.12664256,38.439703,5.39752793220705e-05,0.89875317104766,0.0571058455227506,0.023252550331948,0.0208344578183192,277681.699234067,350545.039632503,0,0
"37","WMVD","BFC",-102.6095075,-102.3112995,38.12664256,38.148682,0.000528576148001321,0.709745622728774,0.107433102081269,0.0206805417905517,0.161612157251404,47981.051944574,60035.7766403547,0,0
"38","WMVD","RSHC",-102.6095075,-103.346613,38.12664256,38.793115,0.000162975276650532,0.268892908945713,0.652601900291726,0.00834433416450724,0.0699978813214035,208556.664334401,161657.662089436,103094.366820295,0
"39","USBC","RC2",-102.3164975,-103.4850677,38.10148836,38.849166,0.000149696116882728,0.262641837070746,0.67307865033981,0.00691596059998204,0.0572138558725787,225412.735877297,161048.699330179,125542.220816295,0
"40","USBC","UTFC2",-102.3164975,-104.7215483,38.10148836,38.679607,0.000120581547578033,0.88996072486736,0.0634345069937298,0.0250465100254944,0.0214376765658375,348164.664350113,436970.789401245,1831.69664189754,0
"41","USBC","JCC",-102.3164975,-104.6887155,38.10148836,38.68448,6.89067089294481e-05,0.889447798861317,0.0643416394628722,0.0247030551512072,0.0214385998156746,347685.569154042,434316.835900074,4708.70478612186,0
