"","site1","site2","long1","long2","lat1","lat2","fprop","wprop","gprop","dprop","cprop","riverdist","perennial","intermit","dams"
"1","BWWA1","BWWA10",-98.27871,-98.254876,37.65186,37.644541,0.1311093871218,0.318851823118697,0.52133436772692,0.0287044220325834,0,3306.87791254411,4070.26742264705,144.362072598219,0
"2","BWWA1","BWWA11",-98.27871,-98.26425,37.65186,37.64511,0.128345916266301,0.269732326698696,0.53054221002059,0.0713795470144132,0,3872.52237899734,4050.45627235457,866.725437166147,0
"3","BWWA1","BWWA12",-98.27871,-98.25762,37.65186,37.6431,0.141604855023601,0.298044504383007,0.5354012137559,0.0249494268374916,0,3828.76277297781,4593.87408672447,286.095869215504,0
"4","BWWA1","BWWA2",-98.27871,-98.27998,37.65186,37.65656,0.624087591240876,0.0437956204379562,0.332116788321168,0,0,541.546210329132,688.367908840158,0,0
"5","BWWA1","BWWA3",-98.27871,-98.28032,37.65186,37.65772,0.640866873065015,0.0371517027863777,0.321981424148607,0,0,724.067193720015,919.70863423813,0,0
"6","BWWA1","BWWA4",-98.27871,-98.27396,37.65186,37.65816,0.146921641791045,0.408115671641791,0.426305970149254,0.0186567164179104,0,5794.83673799499,6148.49405453982,1129.37772060315,0
"7","BWWA1","BWWA5",-98.27871,-98.26528,37.65186,37.66079,0.207695873898934,0.397311080203987,0.37413073713491,0.0208623087621697,0,5855.8563710082,6915.98571089157,439.298737737987,0
"8","BWWA1","BWWA6",-98.27871,-98.27589,37.65186,37.65286,0.62621359223301,0.029126213592233,0.344660194174757,0,0,1182.69194434287,688.367908840158,804.522277530606,0
"9","BWWA1","BWWA7",-98.27871,-98.33222,37.65186,37.63909,0.127786417833074,0.261534473820632,0.590720580611716,0.0137376879212027,0.00622083981337481,10937.4034649655,13707.4835136126,0,0
"10","BWWA1","BWWA8",-98.27871,-98.30518,37.65186,37.63691,0.221785513756317,0.192588433464346,0.551375631667603,0.0297585626052779,0.00449185850645705,4925.76997290755,5290.10510986257,975.254277984036,0
"11","BWWA1","BWWA9",-98.27871,-98.30233,37.65186,37.64219,0.258869179600887,0.195676274944568,0.511640798226164,0.0293791574279379,0.00443458980044346,5052.94695038292,5290.10510986257,1138.42536897941,0
"12","BWWA1","CLRH2O2",-98.27871,-97.63457,37.65186,37.57649,0.182614193140509,0.380369843527738,0.385269480006322,0.0198830409356725,0.0318634423897582,89740.8130384979,113255.940413686,144.362072598219,0
"13","BWWA1","COON",-98.27871,-97.935568,37.65186,37.534594,0.143985728848114,0.319113149847095,0.502140672782875,0.0218144750254842,0.0129459734964322,55748.2565876561,69979.5425357728,471.729015577933,0
"14","BWWA1","KDOT1",-98.27871,-98.24527,37.65186,37.64638,0.0943471337579618,0.238057324840764,0.611066878980892,0.0425955414012739,0.0139331210191083,6842.35830812,8106.73523499773,600.77545969471,0
"15","BWWA1","KMCP",-98.27871,-98.111802,37.65186,37.641212,0.076401384083045,0.350588235294118,0.528581314878893,0.0379238754325259,0.00650519031141869,20132.4574270121,25311.7078432181,144.362072598219,0
"16","BWWA1","LSMC",-98.27871,-97.84442,37.65186,37.58649,0.133073546537669,0.351339245722476,0.470527635940159,0.023694347397653,0.0213652244020425,63303.558895757,79839.3523445626,144.362072598219,0
"17","BWWA1","NAT",-98.27871,-98.64602,37.65186,37.66363,0.133008595988539,0.270830945558739,0.50189111747851,0.0125501432664756,0.0817191977077364,50701.7210029285,60469.2511079569,3454.28990734856,0
"18","BWWA1","NINNR1",-98.27871,-97.69138,37.65186,37.56208,0.161648928415221,0.376949992710308,0.416751713077708,0.0210307625018224,0.023618603294941,77706.4878860472,98042.7200509267,144.362072598219,0
"19","BWWA1","NTNR1",-98.27871,-97.56127,37.65186,37.51865,0.191143062544932,0.404658519051042,0.357354421279655,0.0175988497483825,0.0292451473759885,98749.0721336798,122596.134701302,2176.69803327447,0
"20","BWWA1","PAINTER",-98.27871,-98.39211,37.65186,37.58871,0.18665749656121,0.161348005502063,0.58101788170564,0.0196698762035763,0.0513067400275103,21732.983728088,27361.3038391588,0,0
"21","BWWA1","SANDKM",-98.27871,-97.97228,37.65186,37.58982,0.136179536551358,0.328397848748423,0.496182192417502,0.0260938848682026,0.0131465374145143,42427.3713701155,53471.1565131504,144.362072598219,0
"22","BWWA1","SANDSG",-98.27871,-97.77098,37.65186,37.50294,0.185065131778249,0.339230536201151,0.392729475916389,0.0226900939109361,0.0602847621932748,94095.2642608043,118724.391516006,144.362072598219,0
"23","BWWA1","SFN1",-98.27871,-98.11176,37.65186,37.6412,0.0763908109604207,0.350539717686133,0.528508164959867,0.0380570163299197,0.00650429006365901,20132.4574270121,25311.7078432181,144.362072598219,0
"24","BWWA1","SFNDB",-98.27871,-98.417577,37.65186,37.661645,0.0982166273275636,0.289798059270915,0.577366902701285,0.013637555730396,0.02098085496984,21748.5920556763,27372.3121796899,0,0
"25","BWWA1","SFNJM",-98.27871,-98.366483,37.65186,37.642316,0.102696712227558,0.274842999630587,0.595493165866273,0.0116364979682305,0.0153306243073513,15447.8155209672,19407.9388721471,0,0
"26","BWWA1","SFNMB",-98.27871,-98.09923,37.65186,37.63677,0.0774730274275315,0.345508904198622,0.528532432081113,0.039776420122189,0.00870921617054465,21449.3634005076,26974.9763548167,144.362072598219,0
"27","BWWA1","SFNR1",-98.27871,-98.64508,37.65186,37.64548,0.135532387626047,0.282686720218766,0.498718167834558,0.0129892326098103,0.0700734917108187,50944.4572513363,64220.2675048222,2.59429172905624,0
"28","BWWA1","SFNR2",-98.27871,-98.67993,37.65186,37.63141,0.125995171811598,0.27977810878833,0.513380245518517,0.016128203811187,0.0647182700703683,56875.6716400243,71704.8150443746,2.59429172905624,0
"29","BWWA1","SFNR3",-98.27871,-98.736533,37.65186,37.633405,0.123536760283163,0.325128394947485,0.470596400314625,0.01989543330403,0.0608430111506963,63309.9110123909,79832.7325882282,2.59429172905624,0
"30","BWWA1","SFNR4",-98.27871,-98.76689,37.65186,37.63992,0.118460454465387,0.338779284833539,0.459573718513299,0.0211819623040338,0.0620045798837414,66485.9918827111,83843.7340776516,2.59429172905624,0
"31","BWWA1","SFNR5",-98.27871,-97.77283,37.65186,37.60068,0.143846185928181,0.36952079075781,0.446177586854068,0.0202277182299704,0.0202277182299704,68000.8102659413,85771.3695452706,144.362072598219,0
