"","site1","site2","long1","long2","lat1","lat2","fprop","wprop","gprop","dprop","cprop","riverdist","perennial","intermit","dams"
"52","ARK10","ARK17",-98.49562,-98.11185,38.31265,38.14462,0.149006983849847,0.318638149279791,0.467536010475775,0.0238978611959843,0.0409209951986032,51223.2383617045,65262.9376745429,0,0
"53","ARK10","ARK18",-98.49562,-98.08771,38.31265,38.13102,0.147486091077684,0.326138471048836,0.462754996909128,0.024417885843808,0.039202555120544,54236.3926413127,69094.0613602118,0,0
"54","ARK10","ARK19",-98.49562,-97.866691,38.31265,37.984674,0.150845737483085,0.352198917456022,0.430345060893099,0.0378552097428958,0.0287550744248985,82563.571639449,105124.896759293,0,0
"55","ARK10","ARK22",-98.49562,-97.30173,38.31265,37.58532,0.163801481183606,0.431336081230522,0.304698233973392,0.0811802553533729,0.0189839482591066,167770.280057332,213079.933762733,0,0
"56","ARK10","ARK23",-98.49562,-97.29301,38.31265,37.57336,0.163909176727779,0.43225517960948,0.303903545817393,0.0813335320713469,0.0185985657740018,169721.100907081,215532.602883799,0,0
"57","ARK10","ARK4",-98.49562,-98.684,38.31265,38.35282,0.201668984700974,0.453291608715809,0.184515530829856,0.0090403337969402,0.151483541956421,24035.4647533315,30422.1704613094,257.24963661926,0
"58","ARK10","ARK5",-98.49562,-98.58244,38.31265,38.33884,0.210167098140739,0.424099788185455,0.195810779006825,0.0115321252059308,0.15839020946105,11660.3201373473,14888.8177051883,0,0
"59","ARK10","ARK6",-98.49562,-98.46499,38.31265,38.29079,0.0684150513112885,0.313568985176739,0.488597491448119,0.0444697833523375,0.0849486887115165,4736.30022858375,6054.89472643809,0,0
"60","ARK10","ARK7",-98.49562,-98.41589,38.31265,38.26933,0.106638908165626,0.29470275271802,0.487855655794587,0.0508905852417303,0.059912098080037,11915.0824441184,15197.714653392,0,0
"61","ARK10","ARK8",-98.49562,-98.36144,38.31265,38.23219,0.149643053267435,0.301208127402526,0.43437671609006,0.0410488742449204,0.0737232289950577,20274.3311280175,25860.3721613147,0,0
"62","ARK10","ARK9",-98.49562,-98.3203,38.31265,38.20866,0.124777742913921,0.305930342014434,0.47850643238155,0.0345152180734233,0.0562702646166719,26741.6671934458,34099.109048429,0,0
"63","ARK10","CARYP",-98.49562,-97.92588,38.31265,38.0271,0.140648919090468,0.338834335212635,0.451816450733674,0.0388306015009521,0.0298696934622708,74817.4352880521,95289.0760663244,0,0
"64","ARK10","CCDC",-98.49562,-97.96673,38.31265,38.07059,0.137098520389751,0.319667989895345,0.443883074702274,0.0704438830747023,0.0289065319379285,77225.5255587757,98354.4525111725,0,0
"65","ARK10","CNCSC",-98.49562,-97.100633,38.31265,37.089866,0.14975108398908,0.545653719975223,0.226054738580835,0.0601986739773796,0.0183417834774829,248042.174368577,314202.87631819,0,0
"66","ARK10","COW1",-98.49562,-97.84379,38.31265,37.98472,0.155264546773981,0.354136429608128,0.42409948542024,0.037208074943924,0.0292914632537274,84554.1972733509,107651.825070234,0,0
"67","ARK10","KAWN",-98.49562,-96.972951,38.31265,37.045428,0.141277121759214,0.567960270214589,0.215239148585494,0.0582284245795517,0.0172950348611518,262565.640047719,332409.045246954,0,0
"68","ARK10","PECK",-98.49562,-98.24692,38.31265,38.1588,0.12743910644597,0.288722917507738,0.484457004440856,0.0276544206701655,0.0717265509352712,42209.7586548486,53796.3247336645,0,0
"69","ARK10","QNWR1",-98.49562,-98.50794,38.31265,38.10052,0.057145308679051,0.249903470762366,0.64425758290789,0.0210219228624137,0.0276717147882792,73428.9195825164,93439.9019096139,0,0
"70","ARK10","QNWR2",-98.49562,-98.5,38.31265,38.13263,0.0557625486666388,0.221584962531921,0.662410516180349,0.0249508100640516,0.0352911625570394,75086.7115072874,95560.8257407162,0,0
"71","ARK10","QNWR3",-98.49562,-98.543289,38.31265,38.158178,0.0667388167388167,0.275613275613276,0.607812822098536,0.0221603793032364,0.0276747062461348,58149.0451905658,60690.2528831936,13330.5160766303,0
"72","ARK10","QNWR4",-98.49562,-98.55292,38.31265,38.16189,0.0676416819012797,0.276573517889788,0.605954557325672,0.021781143901802,0.0280490989814573,57630.9081301964,60690.2528831936,12690.6040818983,0
"73","ARK10","QNWR5",-98.49562,-98.55656,38.31265,38.1604,0.0671889592196742,0.28068901110304,0.602625298329356,0.021635363702397,0.0278613676455328,57990.1046103676,60690.2528831936,13141.0710928716,0
