ind,site,meta
2845,SNAKE,Cimarron
2846,SNAKE,Cimarron
2847,SNAKE,Cimarron
2848,SOLD,Medicine
2849,SOLD,Medicine
2850,SOLD,Medicine
2851,SOLD,Medicine
2852,SOLD,Medicine
2853,SPNGR1,SpringRiver
2854,SPNGR1,SpringRiver
2855,SPNGR1,SpringRiver
2856,SPNGR1,SpringRiver
2857,SPNGR1,SpringRiver
2858,SPNGR1,SpringRiver
2859,SPNGR1,SpringRiver
2860,SPNGR1,SpringRiver
2861,SPNGR1,SpringRiver
2862,SPNGR1,SpringRiver
2865,SPRINGSG,SFNinnescah
2866,SPRINGSG,SFNinnescah
2867,SPRINGSG,SFNinnescah
2868,SPRINGSG,SFNinnescah
2869,SPRINGSG,SFNinnescah
2870,SPRINGSG,SFNinnescah
2871,SPRINGSG,SFNinnescah
2872,SPRINGSG,SFNinnescah
2873,SPRINGSG,SFNinnescah
2874,SPRINGSG,SFNinnescah
2875,STSC1,SpringRiver
2876,STSC1,SpringRiver
2877,STSC1,SpringRiver
2878,STSC1,SpringRiver
2881,STSC1,SpringRiver
2882,STSC1,SpringRiver
2883,STSC1,SpringRiver
2885,TBSY,Cimarron
2886,TBSY,Cimarron
2887,TCHA,Medicine
2888,TCHA,Medicine
2889,TCHA,Medicine
2890,TCHA,Medicine
2891,TCHA,Medicine
2892,TEASLY,SFNinnescah
2893,TEASLY,SFNinnescah
2894,TEASLY,SFNinnescah
2895,TEASLY,SFNinnescah
2896,TEASLY,SFNinnescah
2897,TNFN1,NFNinnescah
2898,TNFN1,NFNinnescah
2899,TNFN1,NFNinnescah
2900,TNFN1,NFNinnescah
2901,TNFN1,NFNinnescah
2902,TNFN1,NFNinnescah
2903,TNFN1,NFNinnescah
2904,TNFN1,NFNinnescah
2905,TNFN1,NFNinnescah
2906,TNFN1,NFNinnescah
2917,TNFNHWY50,NFNinnescah
2918,TNFNHWY50,NFNinnescah
2919,TNFNHWY50,NFNinnescah
2920,TNFNHWY50,NFNinnescah
2921,TNFNHWY50,NFNinnescah
2922,TNFNHWY50,NFNinnescah
2923,TNFNHWY50,NFNinnescah
2924,TNFNHWY50,NFNinnescah
2925,TNFNHWY50,NFNinnescah
2926,TNFNHWY50,NFNinnescah
2932,TURKY,Medicine
2933,TURKY,Medicine
2934,TURKY,Medicine
2935,TURKY,Medicine
2936,TURKY,Medicine
2937,TURKY,Medicine
2938,TURKY,Medicine
2939,TURKY,Medicine
2940,TURKY,Medicine
2941,TURKY,Medicine
2952,USMC,SFNinnescah
2953,USMC,SFNinnescah
2954,USMC,SFNinnescah
2955,USMC,SFNinnescah
2956,USMC,SFNinnescah
2957,USMC,SFNinnescah
2958,USMC,SFNinnescah
2959,USMC,SFNinnescah
2960,USMC,SFNinnescah
2961,USMC,SFNinnescah
2972,WALNUT,LowerArk
2973,WALNUT,LowerArk
2974,WALNUT,LowerArk
2975,WALNUT,LowerArk
2976,WALNUT,LowerArk
2977,WALNUT,LowerArk
2978,WALNUT,LowerArk
2979,WALNUT,LowerArk
2980,WELM,Medicine
2981,WELM,Medicine
2982,WELM,Medicine
2983,WELM,Medicine
2984,WELM,Medicine
2985,WOLF01,NFNinnescah
2986,WOLF01,NFNinnescah
2987,WOLF01,NFNinnescah
2988,WOLF01,NFNinnescah
2989,WOLF01,NFNinnescah
2990,WOLF01,NFNinnescah
2991,WOLF01,NFNinnescah
2992,WOLF01,NFNinnescah
2994,WSU1,SFNinnescah
2995,WSU1,SFNinnescah
2996,WSU1,SFNinnescah
2997,WSU1,SFNinnescah
2998,WSU1,SFNinnescah
2999,WSU1,SFNinnescah
3000,WSU1,SFNinnescah
3001,WSU1,SFNinnescah
3002,WSU1,SFNinnescah
3003,WSU1,SFNinnescah
3014,WSU2,SFNinnescah
3015,WSU2,SFNinnescah
3016,WSU2,SFNinnescah
3017,WSU2,SFNinnescah
3018,WSU2,SFNinnescah
3019,WSU3,SFNinnescah
3020,WSU3,SFNinnescah
3021,WSU3,SFNinnescah
3022,WSU3,SFNinnescah
3023,WSU3,SFNinnescah
3024,WSU3,SFNinnescah
3025,WSU3,SFNinnescah
3026,WSU3,SFNinnescah
3027,WSU3,SFNinnescah
3028,WSU3,SFNinnescah
3039,WSU4,SFNinnescah
3040,WSU4,SFNinnescah
3041,WSU4,SFNinnescah
3042,WSU4,SFNinnescah
3043,WSU4,SFNinnescah
3044,WSU4,SFNinnescah
3045,WSU4,SFNinnescah
3046,WSU4,SFNinnescah
3047,WSU4,SFNinnescah
3048,WSU4,SFNinnescah
3059,ZANG,SFNinnescah
3060,ZANG,SFNinnescah
3061,ZANG,SFNinnescah
3062,ZANG,SFNinnescah
3063,ZANG,SFNinnescah
3064,ZANG,SFNinnescah
3065,ZANG,SFNinnescah
3066,ZANG,SFNinnescah
3067,ZANG,SFNinnescah
3068,ZANG,SFNinnescah
3080,ZBAR1,SaltFork
3081,ZBAR2,SaltFork
3082,ZBAR2,SaltFork
3083,ZBAR2,SaltFork
3084,ZBAR2,SaltFork
3085,ZBAR2,SaltFork
3086,ZBAR2,SaltFork
Ecr013,JCC,Colorado
Ecr014,JCC,Colorado
Ecr015,JCC,Colorado
Ecr020,JCC,Colorado
Ecr021,JCC,Colorado
Ecr022,JCC,Colorado
Ecr023,JCC,Colorado
Ecr027,JCC,Colorado
Ecr029,JCC,Colorado
Ecr035,BSC,Colorado
Ecr036,BSC,Colorado
Ecr039,BSC,Colorado
Ecr044,BSC,Colorado
Ecr046,BSC,Colorado
Ecr047,BSC,Colorado
Ecr063,UTFC,Colorado
Ecr066,UTFC,Colorado
Ecr067,UTFC,Colorado
Ecr069,UTFC,Colorado
Ecr071,UTFC,Colorado
Ecr072,UTFC,Colorado
Ecr074,UTFC,Colorado
Ecr075,UTFC,Colorado
Ecr076,UTFC,Colorado
Ecr077,UTFC,Colorado
Ecr078,UTFC,Colorado
Ecr324,BFC,Colorado
Ecr326,BFC,Colorado
Ecr330,BFC,Colorado
Ecr331,BFC,Colorado
Ecr332,BFC,Colorado
Ecr333,BFC,Colorado
Ecr334,BFC,Colorado
Ecr335,BFC,Colorado
Ecr336,BFC,Colorado
Ecr338,BFC,Colorado
Ecr340,BFC,Colorado
Ecr341,BFC,Colorado
Ecr401,RSHC,Colorado
Ecr402,RSHC,Colorado
Ecr403,RSHC,Colorado
Ecr404,RSHC,Colorado
Ecr405,RSHC,Colorado
Ecr406,RSHC,Colorado
Ecr407,RSHC,Colorado
Ecr410,RSHC,Colorado
Ecr411,RSHC,Colorado
Ecr412,RSHC,Colorado
Ecr413,RSHC,Colorado
HESPR1,HESPR,SpringRiver
HESPR10,HESPR,SpringRiver
HESPR2,HESPR,SpringRiver
HESPR3,HESPR,SpringRiver
HESPR4,HESPR,SpringRiver
HESPR5,HESPR,SpringRiver
HESPR6,HESPR,SpringRiver
HESPR7,HESPR,SpringRiver
HESPR8,HESPR,SpringRiver
HESPR9,HESPR,SpringRiver
LIBR1,LIBR,SpringRiver
LIBR10,LIBR,SpringRiver
LIBR2,LIBR,SpringRiver
LIBR3,LIBR,SpringRiver
LIBR4,LIBR,SpringRiver
LIBR5,LIBR,SpringRiver
LIBR6,LIBR,SpringRiver
LIBR7,LIBR,SpringRiver
LIBR8,LIBR,SpringRiver
LIBR9,LIBR,SpringRiver
PAHO1,PAHO,SpringRiver
PAHO10,PAHO,SpringRiver
PAHO2,PAHO,SpringRiver
PAHO3,PAHO,SpringRiver
PAHO4,PAHO,SpringRiver
PAHO5,PAHO,SpringRiver
PAHO6,PAHO,SpringRiver
PAHO7,PAHO,SpringRiver
PAHO8,PAHO,SpringRiver
PAHO9,PAHO,SpringRiver
SVGC1,SVGC,SpringRiver
SVGC10,SVGC,SpringRiver
SVGC2,SVGC,SpringRiver
SVGC3,SVGC,SpringRiver
SVGC4,SVGC,SpringRiver
SVGC5,SVGC,SpringRiver
SVGC6,SVGC,SpringRiver
SVGC7,SVGC,SpringRiver
SVGC8,SVGC,SpringRiver
SVGC9,SVGC,SpringRiver
TUSPR1,TUSPR,SpringRiver
TUSPR10,TUSPR,SpringRiver
TUSPR2,TUSPR,SpringRiver
TUSPR3,TUSPR,SpringRiver
TUSPR4,TUSPR,SpringRiver
TUSPR5,TUSPR,SpringRiver
TUSPR6,TUSPR,SpringRiver
TUSPR7,TUSPR,SpringRiver
TUSPR8,TUSPR,SpringRiver
TUSPR9,TUSPR,SpringRiver
WISPR10,WISPR,SpringRiver
WISPR5,WISPR,SpringRiver
WISPR6,WISPR,SpringRiver
WISPR7,WISPR,SpringRiver
WISPR8,WISPR,SpringRiver
WISPR9,WISPR,SpringRiver
