ind,site,meta
1775,COW1,Lower Arkansas River
1776,COW1,Lower Arkansas River
1779,CRCRK1,Cimarron River
1781,CRCRK1,Cimarron River
1782,CRCRK1,Cimarron River
1783,CRCRK1,Cimarron River
1784,CRCRK1,Cimarron River
1785,CRCRK1,Cimarron River
1786,CRCRK1,Cimarron River
1787,CRCRK1,Cimarron River
1788,CRCRK1,Cimarron River
1789,CRCRK1,Cimarron River
1790,CRCRK1,Cimarron River
1791,CRCRK1,Cimarron River
1792,CRCRK1,Cimarron River
1793,CRCRK1,Cimarron River
1794,CRCRK1,Cimarron River
1795,CRCRK1,Cimarron River
1796,CRCRK1,Cimarron River
1797,CRCRK1,Cimarron River
1798,CRCRK1,Cimarron River
1799,CRCRK2,Cimarron River
1800,CRCRK2,Cimarron River
1801,CRCRK2,Cimarron River
1802,CRCRK2,Cimarron River
1803,CRCRK2,Cimarron River
1804,CRCRK2,Cimarron River
1805,CRCRK2,Cimarron River
1806,CRCRK2,Cimarron River
1807,CRCRK2,Cimarron River
1808,CRCRK2,Cimarron River
1809,CRCRK2,Cimarron River
1810,CRCRK2,Cimarron River
1811,CRCRK2,Cimarron River
1812,CRCRK2,Cimarron River
1813,CRCRK2,Cimarron River
1814,CRCRK2,Cimarron River
1815,CRCRK2,Cimarron River
1816,CRCRK2,Cimarron River
1817,CRCRK2,Cimarron River
1818,CRCRK2,Cimarron River
1819,CRCRK3,Cimarron River
1820,CRCRK3,Cimarron River
1821,CRCRK3,Cimarron River
1822,CRCRK3,Cimarron River
1823,CRCRK3,Cimarron River
1824,CRCRK3,Cimarron River
1825,CRCRK3,Cimarron River
1826,CRCRK3,Cimarron River
1827,CRCRK3,Cimarron River
1828,CRCRK3,Cimarron River
1829,CRCRK3,Cimarron River
1830,CRCRK3,Cimarron River
1831,CRCRK3,Cimarron River
1832,CRCRK3,Cimarron River
1833,CRCRK3,Cimarron River
1834,CRCRK3,Cimarron River
1835,CRCRK3,Cimarron River
1836,CRCRK3,Cimarron River
1837,CRCRK3,Cimarron River
1838,CRCRK3,Cimarron River
1840,DOG,Medicine Lodge River
1841,DOG,Medicine Lodge River
1842,DOG,Medicine Lodge River
1843,DOG,Medicine Lodge River
1844,DOG,Medicine Lodge River
1845,ELM1,Medicine Lodge River
1846,ELM1,Medicine Lodge River
1847,ELM1,Medicine Lodge River
1848,ELM1,Medicine Lodge River
1849,ELM1,Medicine Lodge River
1850,ELM1,Medicine Lodge River
1851,ELM2,Medicine Lodge River
1852,ELM2,Medicine Lodge River
1853,ELM2,Medicine Lodge River
1854,ELM2,Medicine Lodge River
1855,ELM2,Medicine Lodge River
1856,ELM2,Medicine Lodge River
1857,ELM2,Medicine Lodge River
1858,ELM2,Medicine Lodge River
1859,ELM2,Medicine Lodge River
1860,ELM2,Medicine Lodge River
1861,ENESC,Salt Fork Arkansas River
1862,ENESC,Salt Fork Arkansas River
1863,ENESC,Salt Fork Arkansas River
1865,ENESC,Salt Fork Arkansas River
1866,ENESC,Salt Fork Arkansas River
1867,ENESC,Salt Fork Arkansas River
1868,ENESC,Salt Fork Arkansas River
1870,ENESC,Salt Fork Arkansas River
1881,ETELM1,Medicine Lodge River
1882,ETELM1,Medicine Lodge River
1884,ETMLR1,Medicine Lodge River
1885,ETMLR1,Medicine Lodge River
1886,ETMLR1,Medicine Lodge River
1887,ETMLR1,Medicine Lodge River
1888,ETMLR1,Medicine Lodge River
1889,ETMLR1,Medicine Lodge River
1890,ETMLR1,Medicine Lodge River
1891,ETMLR1,Medicine Lodge River
1892,ETMLR1,Medicine Lodge River
1893,ETMLR1,Medicine Lodge River
1904,GOOSECREEKHWY11,North Fork Ninnescah River
1905,GOOSECREEKHWY11,North Fork Ninnescah River
1906,GOOSECREEKHWY11,North Fork Ninnescah River
1907,GOOSECREEKHWY11,North Fork Ninnescah River
1908,GOOSECREEKHWY11,North Fork Ninnescah River
1909,GOOSECREEKHWY11,North Fork Ninnescah River
1910,GOOSECREEKHWY11,North Fork Ninnescah River
1911,GOOSECREEKHWY11,North Fork Ninnescah River
1912,GOOSECREEKHWY11,North Fork Ninnescah River
1913,GOOSECREEKHWY11,North Fork Ninnescah River
1923,INDDS,Salt Fork Arkansas River
1924,INDDS,Salt Fork Arkansas River
1925,INDDS,Salt Fork Arkansas River
1926,INDDS,Salt Fork Arkansas River
1927,INDDS,Salt Fork Arkansas River
1928,KAWN,Lower Arkansas River
1929,KAWN,Lower Arkansas River
1930,KAWN,Lower Arkansas River
1931,KAWN,Lower Arkansas River
1932,KAWN,Lower Arkansas River
1933,KAWN,Lower Arkansas River
1934,KAWN,Lower Arkansas River
1935,KAWN,Lower Arkansas River
1936,KAWN,Lower Arkansas River
1937,KAWN,Lower Arkansas River
1948,KC160,Cimarron River
1949,KC160,Cimarron River
1950,KC160,Cimarron River
1951,KC160,Cimarron River
1952,KC160,Cimarron River
1953,KC160,Cimarron River
1954,KC160,Cimarron River
1955,KC160,Cimarron River
1956,KC160,Cimarron River
1957,KC160,Cimarron River
1968,KDOT1,South Fork Ninnescah River
1969,KDOT1,South Fork Ninnescah River
1970,KDOT1,South Fork Ninnescah River
1971,KDOT1,South Fork Ninnescah River
1973,KDOT1,South Fork Ninnescah River
1974,KDOT1,South Fork Ninnescah River
1975,KDOT1,South Fork Ninnescah River
1976,KDOT1,South Fork Ninnescah River
1988,KMCP,South Fork Ninnescah River
1989,KMCP,South Fork Ninnescah River
1990,KMCP,South Fork Ninnescah River
1991,KMCP,South Fork Ninnescah River
1992,LSMC,South Fork Ninnescah River
1993,LSMC,South Fork Ninnescah River
1994,LSMC,South Fork Ninnescah River
1995,LSMC,South Fork Ninnescah River
1996,LSMC,South Fork Ninnescah River
1997,LSMC,South Fork Ninnescah River
1998,LSMC,South Fork Ninnescah River
1999,LSMC,South Fork Ninnescah River
2000,LSMC,South Fork Ninnescah River
2001,MLPARK1,Medicine Lodge River
2002,MLPARK1,Medicine Lodge River
2003,MLPARK1,Medicine Lodge River
2004,MLPARK1,Medicine Lodge River
2005,MLPARK1,Medicine Lodge River
2006,MLPARK1,Medicine Lodge River
2007,MLPARK1,Medicine Lodge River
2008,MLPARK1,Medicine Lodge River
2009,MLPARK2,Medicine Lodge River
2010,MLPARK2,Medicine Lodge River
2011,MLPARK2,Medicine Lodge River
2012,MLPARK2,Medicine Lodge River
2013,MLPARK2,Medicine Lodge River
2014,MLPARK2,Medicine Lodge River
2015,MLPARK2,Medicine Lodge River
2016,MLPARK2,Medicine Lodge River
2017,MLPARK2,Medicine Lodge River
2018,MLPARK2,Medicine Lodge River
2021,MLR1,Medicine Lodge River
2022,MLR1,Medicine Lodge River
2023,MLR1,Medicine Lodge River
2024,MLR1,Medicine Lodge River
2025,MLR1,Medicine Lodge River
2026,MLR1,Medicine Lodge River
2027,MLR1,Medicine Lodge River
2028,MLR1,Medicine Lodge River
2029,MLR1,Medicine Lodge River
2041,MLR3,Medicine Lodge River
2041,MLR3,Medicine Lodge River
2042,MLR3,Medicine Lodge River
2042,MLR3,Medicine Lodge River
2043,MLR3,Medicine Lodge River
2043,MLR3,Medicine Lodge River
2044,MLR4,Medicine Lodge River
2045,MLR4,Medicine Lodge River
2046,MLR4,Medicine Lodge River
2047,MLR4,Medicine Lodge River
2048,MLR4,Medicine Lodge River
2049,MLR4,Medicine Lodge River
2050,MLR4,Medicine Lodge River
2051,MLR4,Medicine Lodge River
2052,MLR4,Medicine Lodge River
2053,MLR5,Medicine Lodge River
2054,MLR5,Medicine Lodge River
2055,MLR5,Medicine Lodge River
2056,MLR6,Medicine Lodge River
2057,MLR6,Medicine Lodge River
2058,MLR6,Medicine Lodge River
2059,MLR6,Medicine Lodge River
2061,MLR8,Medicine Lodge River
2062,MLR8,Medicine Lodge River
2063,MLR8,Medicine Lodge River
2064,MLR9,Medicine Lodge River
2065,MLR9,Medicine Lodge River
2066,MLR9,Medicine Lodge River
2067,MLR9,Medicine Lodge River
2068,MLR9,Medicine Lodge River
2069,MLR9,Medicine Lodge River
2070,MLR9,Medicine Lodge River
2071,MLR-A,Medicine Lodge River
2072,MLR-A,Medicine Lodge River
2073,MLR-A,Medicine Lodge River
2074,MLR-A,Medicine Lodge River
2075,MLR-A,Medicine Lodge River
2076,MLRBB,Medicine Lodge River
2077,MLRBB,Medicine Lodge River
2078,MLRBB,Medicine Lodge River
2079,MLRBB,Medicine Lodge River
2080,MLRBB,Medicine Lodge River
2081,MLRHA,Medicine Lodge River
2082,MLRHA,Medicine Lodge River
2083,MLRHA,Medicine Lodge River
2084,MLRHA,Medicine Lodge River
2085,MLRHA,Medicine Lodge River
2088,MLRLW,Medicine Lodge River
2089,MLRLW,Medicine Lodge River
2090,MLRLW,Medicine Lodge River
2091,MLRLW,Medicine Lodge River
2092,MLRLW,Medicine Lodge River
2093,MLRLW2,Medicine Lodge River
2094,MLRLW2,Medicine Lodge River
2095,MNESC,Salt Fork Arkansas River
2096,MNESC,Salt Fork Arkansas River
2097,MNESC,Salt Fork Arkansas River
2098,MNESC,Salt Fork Arkansas River
2099,MNESC,Salt Fork Arkansas River
2100,MNESC,Salt Fork Arkansas River
2101,MULE3,Salt Fork Arkansas River
2102,MULE3,Salt Fork Arkansas River
2103,MULE3,Salt Fork Arkansas River
2104,MULE3,Salt Fork Arkansas River
2105,MULE3,Salt Fork Arkansas River
2106,MULE3,Salt Fork Arkansas River
2107,MULE3,Salt Fork Arkansas River
2108,MULE3,Salt Fork Arkansas River
2109,MULE3,Salt Fork Arkansas River
2110,MULE3,Salt Fork Arkansas River
2114,MULE5,Salt Fork Arkansas River
2114,MULE5,Salt Fork Arkansas River
2115,MULE5,Salt Fork Arkansas River
2115,MULE5,Salt Fork Arkansas River
2116,MULE5,Salt Fork Arkansas River
2116,MULE5,Salt Fork Arkansas River
2117,MULEJP,Salt Fork Arkansas River
2118,MULEJP,Salt Fork Arkansas River
2120,NAT,South Fork Ninnescah River
2121,NAT,South Fork Ninnescah River
2122,NAT,South Fork Ninnescah River
2123,NAT,South Fork Ninnescah River
2124,NAT,South Fork Ninnescah River
2125,NAT,South Fork Ninnescah River
2126,NAT,South Fork Ninnescah River
2127,NAT,South Fork Ninnescah River
2128,NAT,South Fork Ninnescah River
2129,NAT,South Fork Ninnescah River
2140,NBSC1,North Fork Ninnescah River
2141,NBSC1,North Fork Ninnescah River
2142,NBSC1,North Fork Ninnescah River
2143,NBSC1,North Fork Ninnescah River
2144,NBSC1,North Fork Ninnescah River
2145,NBSC1,North Fork Ninnescah River
2146,NBSC1,North Fork Ninnescah River
2147,NBSC1,North Fork Ninnescah River
2148,NBSC1,North Fork Ninnescah River
2149,NBSC1,North Fork Ninnescah River
2158,NELM1,Medicine Lodge River
2159,NELM1,Medicine Lodge River
2160,NELM1,Medicine Lodge River
2161,NELM1,Medicine Lodge River
2162,NELM1,Medicine Lodge River
2163,NELM1,Medicine Lodge River
2164,NELM1,Medicine Lodge River
2165,NELM1,Medicine Lodge River
2166,NELM1,Medicine Lodge River
2167,NELM1,Medicine Lodge River
2178,NELM2,Medicine Lodge River
2179,NELM2,Medicine Lodge River
2180,NELM2,Medicine Lodge River
2181,NELM2,Medicine Lodge River
2183,NELM2,Medicine Lodge River
2184,NELM2,Medicine Lodge River
2185,NELM2,Medicine Lodge River
2186,NELM2,Medicine Lodge River
2187,NELM2,Medicine Lodge River
2199,NESS1,Walnut Creek
2200,NESS1,Walnut Creek
2201,NESS1,Walnut Creek
2202,NESS1,Walnut Creek
2204,NESS1,Walnut Creek
2205,NESS1,Walnut Creek
2206,NESS1,Walnut Creek
2207,NESS1,Walnut Creek
2210,NESS1,Walnut Creek
2212,NESS1,Walnut Creek
2213,NESS1,Walnut Creek
2214,NESS1,Walnut Creek
2215,NESS1,Walnut Creek
2216,NESS1,Walnut Creek
2217,NESS1,Walnut Creek
2218,NESS1,Walnut Creek
2219,NESS2,Walnut Creek
2220,NESS2,Walnut Creek
2221,NESS2,Walnut Creek
2222,NESS2,Walnut Creek
2224,NESS2,Walnut Creek
2225,NESS2,Walnut Creek
2226,NESS2,Walnut Creek
2230,NESS2,Walnut Creek
2232,NESS2,Walnut Creek
2233,NESS2,Walnut Creek
2239,NESS3,Walnut Creek
2240,NESS3,Walnut Creek
2241,NESS3,Walnut Creek
2242,NESS3,Walnut Creek
2243,NESS3,Walnut Creek
2244,NESS3,Walnut Creek
2245,NESS3,Walnut Creek
2246,NESS3,Walnut Creek
2247,NESS3,Walnut Creek
2248,NESS3,Walnut Creek
2258,NFN1,North Fork Ninnescah River
2259,NFN1,North Fork Ninnescah River
2260,NFN1,North Fork Ninnescah River
2262,NFN1,North Fork Ninnescah River
2263,NFN1,North Fork Ninnescah River
2264,NFN1,North Fork Ninnescah River
2265,NFN1,North Fork Ninnescah River
2266,NFN1,North Fork Ninnescah River
2267,NFN1,North Fork Ninnescah River
2278,NFN2,North Fork Ninnescah River
2279,NFN2,North Fork Ninnescah River
2280,NFN2,North Fork Ninnescah River
2281,NFN2,North Fork Ninnescah River
2282,NFN2,North Fork Ninnescah River
2283,NFN2,North Fork Ninnescah River
2284,NFN2,North Fork Ninnescah River
2285,NFN2,North Fork Ninnescah River
2286,NFN2,North Fork Ninnescah River
2287,NFN2,North Fork Ninnescah River
2295,NFN3,North Fork Ninnescah River
2296,NFN3,North Fork Ninnescah River
2298,NFN5,North Fork Ninnescah River
2299,NFN5,North Fork Ninnescah River
2300,NFN5,North Fork Ninnescah River
2301,NFN5,North Fork Ninnescah River
2302,NFN5,North Fork Ninnescah River
2303,NFN5,North Fork Ninnescah River
2304,NFN5,North Fork Ninnescah River
2305,NFN6,North Fork Ninnescah River
2306,NFN6,North Fork Ninnescah River
2307,NFN6,North Fork Ninnescah River
2308,NFN6,North Fork Ninnescah River
2309,NFN6,North Fork Ninnescah River
2310,NFN6,North Fork Ninnescah River
2311,NFNINN,North Fork Ninnescah River
2312,NFNINN,North Fork Ninnescah River
2313,NFNINN,North Fork Ninnescah River
2314,NFNINN,North Fork Ninnescah River
2315,NFNINN,North Fork Ninnescah River
2316,NFNINNSF,North Fork Ninnescah River
2317,NFNINNSF,North Fork Ninnescah River
2318,NFNINNSF,North Fork Ninnescah River
2319,NFNINNSF,North Fork Ninnescah River
2320,NFNINNSF,North Fork Ninnescah River
2321,NFNTS,North Fork Ninnescah River
2322,NFNTS,North Fork Ninnescah River
2323,NFNTS,North Fork Ninnescah River
2324,NFNTS,North Fork Ninnescah River
2325,NFNTS,North Fork Ninnescah River
2326,NFOLD14,North Fork Ninnescah River
2327,NFOLD14,North Fork Ninnescah River
2328,NFOLD14,North Fork Ninnescah River
2329,NFOLD14,North Fork Ninnescah River
2331,NFOLD14,North Fork Ninnescah River
2332,NFOLD14,North Fork Ninnescah River
2333,NFOLD14,North Fork Ninnescah River
2334,NFOLD14,North Fork Ninnescah River
2340,NINNR1,South Fork Ninnescah River
2341,NINNR1,South Fork Ninnescah River
2342,NINNR1,South Fork Ninnescah River
2343,NINNR1,South Fork Ninnescah River
2346,NTELM,Medicine Lodge River
2347,NTELM,Medicine Lodge River
2348,NTELM,Medicine Lodge River
2349,NTNR1,South Fork Ninnescah River
2350,NTNR1,South Fork Ninnescah River
2351,NTNR1,South Fork Ninnescah River
2352,NTNR1,South Fork Ninnescah River
2353,NTNR1,South Fork Ninnescah River
2354,NTNR1,South Fork Ninnescah River
2355,NTNR1,South Fork Ninnescah River
2356,NTNR1,South Fork Ninnescah River
2357,NTNR1,South Fork Ninnescah River
2358,NTNR1,South Fork Ninnescah River
2359,OKLA,Cimarron River
2360,OKLA,Cimarron River
2361,OKLA,Cimarron River
2362,OKLA,Cimarron River
2363,OKLA,Cimarron River
2364,PAINTER,South Fork Ninnescah River
2365,PAINTER,South Fork Ninnescah River
2366,PAINTER,South Fork Ninnescah River
2367,PAINTER,South Fork Ninnescah River
2368,PAINTER,South Fork Ninnescah River
2369,PAINTER,South Fork Ninnescah River
2370,PAINTER,South Fork Ninnescah River
2371,PAINTER,South Fork Ninnescah River
2372,PAINTER,South Fork Ninnescah River
2373,PAINTER,South Fork Ninnescah River
2384,PECK,Lower Arkansas River
2385,PECK,Lower Arkansas River
2386,PECK,Lower Arkansas River
2387,PECK,Lower Arkansas River
2388,PECK,Lower Arkansas River
2389,PECK,Lower Arkansas River
2390,QNWR1,Rattlesnake Creek
2391,QNWR1,Rattlesnake Creek
2392,QNWR1,Rattlesnake Creek
2393,QNWR1,Rattlesnake Creek
2394,QNWR1,Rattlesnake Creek
2395,QNWR1,Rattlesnake Creek
2396,QNWR1,Rattlesnake Creek
2397,QNWR1,Rattlesnake Creek
2398,QNWR1,Rattlesnake Creek
2399,QNWR2,Rattlesnake Creek
2400,QNWR2,Rattlesnake Creek
2401,QNWR3,Rattlesnake Creek
2402,QNWR3,Rattlesnake Creek
2403,QNWR3,Rattlesnake Creek
2404,QNWR3,Rattlesnake Creek
2405,QNWR3,Rattlesnake Creek
2406,QNWR3,Rattlesnake Creek
2407,QNWR3,Rattlesnake Creek
2408,QNWR4,Rattlesnake Creek
2409,QNWR4,Rattlesnake Creek
2410,QNWR4,Rattlesnake Creek
2411,QNWR4,Rattlesnake Creek
2412,QNWR4,Rattlesnake Creek
2413,QNWR4,Rattlesnake Creek
2414,QNWR4,Rattlesnake Creek
2415,QNWR4,Rattlesnake Creek
2416,QNWR4,Rattlesnake Creek
2417,QNWR4,Rattlesnake Creek
2428,QNWR5,Rattlesnake Creek
2429,QNWR5,Rattlesnake Creek
2430,QNWR5,Rattlesnake Creek
2431,QNWR5,Rattlesnake Creek
2433,QNWR5,Rattlesnake Creek
2434,QNWR5,Rattlesnake Creek
2436,QNWR5,Rattlesnake Creek
2437,QNWR5,Rattlesnake Creek
2446,QNWR6,Rattlesnake Creek
2447,QNWR6,Rattlesnake Creek
2448,QNWR6,Rattlesnake Creek
2449,QNWR6,Rattlesnake Creek
2450,QNWR6,Rattlesnake Creek
2451,QNWR6,Rattlesnake Creek
2452,QNWR6,Rattlesnake Creek
2453,QNWR6,Rattlesnake Creek
2454,QNWR6,Rattlesnake Creek
2455,QNWR6,Rattlesnake Creek
2466,QNWR7,Rattlesnake Creek
2467,QNWR7,Rattlesnake Creek
2468,QNWR7,Rattlesnake Creek
2469,QNWR7,Rattlesnake Creek
2470,QNWR7,Rattlesnake Creek
2471,QNWR7,Rattlesnake Creek
2472,QNWR8,Rattlesnake Creek
2473,QNWR8,Rattlesnake Creek
2474,QNWR8,Rattlesnake Creek
2475,QNWR8,Rattlesnake Creek
2476,QNWR8,Rattlesnake Creek
2477,QNWR8,Rattlesnake Creek
2478,QNWR8,Rattlesnake Creek
2479,QNWR8,Rattlesnake Creek
2481,RATT2016,Rattlesnake Creek
2482,RATT2016,Rattlesnake Creek
2483,RATT2016,Rattlesnake Creek
2484,RATTLE1,Rattlesnake Creek
2485,RATTLE1,Rattlesnake Creek
2486,RATTLE1,Rattlesnake Creek
2487,RATTLE1,Rattlesnake Creek
2488,RATTLE1,Rattlesnake Creek
2489,RATTLE1,Rattlesnake Creek
2490,RATTLE1,Rattlesnake Creek
2491,RATTLE1,Rattlesnake Creek
2492,RATTLE1,Rattlesnake Creek
2493,RATTLE1,Rattlesnake Creek
2504,RATTLE2,Rattlesnake Creek
2505,RATTLE2,Rattlesnake Creek
2506,RATTLE2,Rattlesnake Creek
2507,RATTLE2,Rattlesnake Creek
2508,RATTLE2,Rattlesnake Creek
2509,RATTLE2,Rattlesnake Creek
2510,RATTLE2,Rattlesnake Creek
2511,RATTLE2,Rattlesnake Creek
2512,RATTLE2,Rattlesnake Creek
2513,RATTLE2,Rattlesnake Creek
2523,RATTLE3,Rattlesnake Creek
2524,RATTLE3,Rattlesnake Creek
2525,RATTLE3,Rattlesnake Creek
2527,RATTLE3,Rattlesnake Creek
2528,RATTLE3,Rattlesnake Creek
2529,RATTLE3,Rattlesnake Creek
2530,RATTLE3,Rattlesnake Creek
2531,RATTLE3,Rattlesnake Creek
2532,RATTLE3,Rattlesnake Creek
2543,RATTLE4,Rattlesnake Creek
2544,RATTLE4,Rattlesnake Creek
2545,RATTLE4,Rattlesnake Creek
2546,RATTLE4,Rattlesnake Creek
2548,RATTLE4,Rattlesnake Creek
2549,RATTLE4,Rattlesnake Creek
2550,RATTLE4,Rattlesnake Creek
2551,RATTLE4,Rattlesnake Creek
2554,RATTLE5,Rattlesnake Creek
2555,RATTLE5,Rattlesnake Creek
2556,RATTLE5,Rattlesnake Creek
2557,RATTLE5,Rattlesnake Creek
2558,RATTLE6,Rattlesnake Creek
2559,RATTLE6,Rattlesnake Creek
2560,RATTLE6,Rattlesnake Creek
2561,RATTLE6,Rattlesnake Creek
2562,RATTLE6,Rattlesnake Creek
2563,RATTLE6,Rattlesnake Creek
2564,RATTLE6,Rattlesnake Creek
2565,RATTLE6,Rattlesnake Creek
2566,RATTLE6,Rattlesnake Creek
2567,RATTLE6,Rattlesnake Creek
2579,RATTLE7,Rattlesnake Creek
2580,RATTLE7,Rattlesnake Creek
2581,RATTLE7,Rattlesnake Creek
2582,RATTLE7,Rattlesnake Creek
2583,RATTLE7,Rattlesnake Creek
2584,RATTLE7,Rattlesnake Creek
2585,RATTLE7,Rattlesnake Creek
2586,RATTLE7,Rattlesnake Creek
2587,RATTLE7,Rattlesnake Creek
2589,RATTLE8,Rattlesnake Creek
2590,RATTLE8,Rattlesnake Creek
2591,RATTLE8,Rattlesnake Creek
2592,RATTLE8,Rattlesnake Creek
2594,RATTLE8,Rattlesnake Creek
2595,RATTLE8,Rattlesnake Creek
2596,RATTLE8,Rattlesnake Creek
2597,RATTLE8,Rattlesnake Creek
2599,RATTLE9,Rattlesnake Creek
2600,RATTLE9,Rattlesnake Creek
2601,RRC,North Fork Ninnescah River
2602,RRC,North Fork Ninnescah River
2603,RRC,North Fork Ninnescah River
2604,RRC,North Fork Ninnescah River
2605,RRC,North Fork Ninnescah River
2606,RRC,North Fork Ninnescah River
2607,RRC,North Fork Ninnescah River
2608,RRC,North Fork Ninnescah River
2611,SAND1,Chikaskia River
2612,SAND1,Chikaskia River
2613,SAND1,Chikaskia River
2614,SAND1,Chikaskia River
2615,SAND1,Chikaskia River
2616,SAND1,Chikaskia River
2617,SAND1,Chikaskia River
2618,SAND1,Chikaskia River
2619,SAND1,Chikaskia River
2625,SAND2,Chikaskia River
2626,SAND2,Chikaskia River
2627,SAND2,Chikaskia River
2628,SAND2,Chikaskia River
2629,SAND2,Chikaskia River
2630,SAND2,Chikaskia River
2631,SAND2,Chikaskia River
2632,SAND2,Chikaskia River
2633,SAND2,Chikaskia River
2634,SAND3,Chikaskia River
2635,SAND3,Chikaskia River
2636,SAND3,Chikaskia River
2637,SAND3,Chikaskia River
2639,SAND3,Chikaskia River
2640,SAND3,Chikaskia River
2641,SAND3,Chikaskia River
2642,SAND3,Chikaskia River
2643,SAND3,Chikaskia River
2644,SANDKM,South Fork Ninnescah River
2645,SANDKM,South Fork Ninnescah River
2646,SANDKM,South Fork Ninnescah River
2647,SANDKM,South Fork Ninnescah River
2648,SANDKM,South Fork Ninnescah River
2649,SANDSG,South Fork Ninnescah River
2650,SANDSG,South Fork Ninnescah River
2651,SANDSG,South Fork Ninnescah River
2652,SANDSG,South Fork Ninnescah River
2654,SANDSG,South Fork Ninnescah River
2655,SANDSG,South Fork Ninnescah River
2656,SANDSG,South Fork Ninnescah River
2657,SANDSG,South Fork Ninnescah River
2669,SFARDJ,Salt Fork Arkansas River
2670,SFARDJ,Salt Fork Arkansas River
2671,SFARDJ,Salt Fork Arkansas River
2672,SFARDJ,Salt Fork Arkansas River
2673,SFARDJ,Salt Fork Arkansas River
2677,SFN1,South Fork Ninnescah River
2678,SFN1,South Fork Ninnescah River
2679,SFN1,South Fork Ninnescah River
2680,SFN1,South Fork Ninnescah River
2682,SFN1,South Fork Ninnescah River
2683,SFN1,South Fork Ninnescah River
2684,SFN1,South Fork Ninnescah River
2685,SFN1,South Fork Ninnescah River
2697,SFNDB,South Fork Ninnescah River
2698,SFNDB,South Fork Ninnescah River
2699,SFNJM,South Fork Ninnescah River
2700,SFNJM,South Fork Ninnescah River
2701,SFNJM,South Fork Ninnescah River
2702,SFNJM,South Fork Ninnescah River
2703,SFNJM,South Fork Ninnescah River
2704,SFNMB,South Fork Ninnescah River
2705,SFNMB,South Fork Ninnescah River
2706,SFNMB,South Fork Ninnescah River
2707,SFNMB,South Fork Ninnescah River
2708,SFNR1,South Fork Ninnescah River
2709,SFNR1,South Fork Ninnescah River
2710,SFNR1,South Fork Ninnescah River
2711,SFNR1,South Fork Ninnescah River
2712,SFNR1,South Fork Ninnescah River
2713,SFNR1,South Fork Ninnescah River
2714,SFNR1,South Fork Ninnescah River
2715,SFNR1,South Fork Ninnescah River
2716,SFNR1,South Fork Ninnescah River
2717,SFNR1,South Fork Ninnescah River
2728,SFNR2,South Fork Ninnescah River
2729,SFNR2,South Fork Ninnescah River
2730,SFNR2,South Fork Ninnescah River
2731,SFNR2,South Fork Ninnescah River
2732,SFNR2,South Fork Ninnescah River
2733,SFNR2,South Fork Ninnescah River
2734,SFNR3,South Fork Ninnescah River
2735,SFNR3,South Fork Ninnescah River
2736,SFNR3,South Fork Ninnescah River
2738,SFNR4,South Fork Ninnescah River
2739,SFNR4,South Fork Ninnescah River
2740,SFNR4,South Fork Ninnescah River
2741,SFNR4,South Fork Ninnescah River
2742,SFNR4,South Fork Ninnescah River
2743,SFNR4,South Fork Ninnescah River
2744,SFNR4,South Fork Ninnescah River
2745,SFNR4,South Fork Ninnescah River
2746,SFNR4,South Fork Ninnescah River
2757,SFNR5,South Fork Ninnescah River
2758,SFNR5,South Fork Ninnescah River
2759,SFNR5,South Fork Ninnescah River
2760,SFNR5,South Fork Ninnescah River
2761,SFNR5,South Fork Ninnescah River
2762,SFNR5,South Fork Ninnescah River
2763,SFNR5,South Fork Ninnescah River
2764,SFNR6,South Fork Ninnescah River
2765,SFNR6,South Fork Ninnescah River
2766,SFNR6,South Fork Ninnescah River
2767,SFNR6,South Fork Ninnescah River
2768,SFNR6,South Fork Ninnescah River
2769,SFNR6,South Fork Ninnescah River
2770,SFNR6,South Fork Ninnescah River
2771,SFNR6,South Fork Ninnescah River
2772,SFNR6,South Fork Ninnescah River
2773,SFNR6,South Fork Ninnescah River
2778,SFNR7,South Fork Ninnescah River
2779,SFNR7,South Fork Ninnescah River
2780,SFNR7,South Fork Ninnescah River
2781,SFNR7,South Fork Ninnescah River
2782,SFNR8,South Fork Ninnescah River
2783,SFNR8,South Fork Ninnescah River
2784,SFNR8,South Fork Ninnescah River
2785,SFNR8,South Fork Ninnescah River
2786,SFNR8,South Fork Ninnescah River
2787,SFNR8,South Fork Ninnescah River
2788,SFNR8,South Fork Ninnescah River
2789,SFNR8,South Fork Ninnescah River
2790,SILVER01,North Fork Ninnescah River
2791,SILVER01,North Fork Ninnescah River
2792,SILVER01,North Fork Ninnescah River
2793,SILVER01,North Fork Ninnescah River
2794,SILVER01,North Fork Ninnescah River
2795,SILVER01,North Fork Ninnescah River
2796,SILVER01,North Fork Ninnescah River
2797,SILVER01,North Fork Ninnescah River
2798,SILVER01,North Fork Ninnescah River
2799,SILVERH2O,North Fork Ninnescah River
2800,SILVERH2O,North Fork Ninnescah River
2801,SILVERH2O,North Fork Ninnescah River
2802,SILVERH2O,North Fork Ninnescah River
2803,SILVERH2O,North Fork Ninnescah River
2804,SILVERH2O,North Fork Ninnescah River
2805,SILVERH2O,North Fork Ninnescah River
2806,SILVERH2O,North Fork Ninnescah River
2807,SILVERH2O,North Fork Ninnescah River
2808,SILVERH2O,North Fork Ninnescah River
2819,SLATE1,Lower Arkansas River
2820,SLATE1,Lower Arkansas River
2821,SLATE1,Lower Arkansas River
2822,SLATE2,Lower Arkansas River
